pair_index,refseq_A,refseq_B,intergenic_distance,label,gene_between_id,gene_between_start,gene_between_end,gene_between_strand
12,NP_414556.1,NP_416895.2,2499032,0,NP_414623.1,89633,90092,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414624.1,90093,91035,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414625.1,91031,91397,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414626.1,91412,93179,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414627.1,93165,94653,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414628.1,94649,96008,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414629.1,96001,97084,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414630.1,97086,98403,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414631.1,98402,99647,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414632.1,99643,100711,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414633.1,100764,102240,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414634.1,102232,103153,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414635.1,103154,103985,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414636.1,103981,105244,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414637.1,105304,106456,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414638.1,106556,107474,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414639.2,107704,108217,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414640.1,108278,110984,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414641.1,111043,111433,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414643.1,111648,111846,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414644.1,111855,112599,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414645.1,112598,113219,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518737.1,113243,113288,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414646.1,113443,114487,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414648.1,114521,115724,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414649.1,115713,117099,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414650.1,117108,117549,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414651.1,117751,118645,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414652.1,118732,119284,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414653.1,119280,120135,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414654.1,120177,121551,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414655.1,122091,122856,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414656.1,123016,125680,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414657.1,125694,127587,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414658.1,127911,129336,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414659.1,129406,131260,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414660.1,131614,134212,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414661.2,134387,134750,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414662.1,134787,135582,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414663.1,135597,136464,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414664.4,136569,136917,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414665.1,137082,138633,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414666.1,138834,141225,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414667.4,141430,141967,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414668.1,142007,142670,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414669.1,142778,143705,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414670.1,143701,144472,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414671.1,144576,145017,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414672.1,145080,146310,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414673.1,146313,146694,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414674.1,146967,147870,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414675.1,147943,148795,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414676.1,148806,149601,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414677.1,149714,150953,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414678.1,151002,151599,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414679.1,151625,152231,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414680.4,152242,152812,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414681.1,152828,155426,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414682.1,155460,156201,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414683.1,156298,156883,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414684.1,157252,157732,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414685.4,157728,159126,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414686.3,159185,160112,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414687.1,160148,160604,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414688.1,160781,161486,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414689.4,161500,162031,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414690.4,162104,164534,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414691.1,164729,167264,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_010051172.1,164864,167264,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414692.1,167483,169727,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414693.1,169777,170575,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414694.1,170574,171465,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414695.1,171461,173444,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414696.1,173601,174882,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_010051173.1,175047,175095,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414697.1,175106,176528,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518738.1,176551,176617,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414698.1,176609,176954,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414699.1,177000,177624,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414700.1,177661,178462,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414701.1,178454,179153,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414702.1,179236,180754,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414703.1,180883,182308,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414704.4,182462,183620,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414705.1,183708,184095,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414706.2,184256,185069,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414708.1,185122,185947,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414709.1,185977,188650,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414710.1,188711,189506,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414711.1,189873,190599,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414712.1,190856,191708,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414713.1,191854,192580,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414714.1,192871,193429,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414715.1,193520,194717,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414716.1,194902,195664,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414717.2,195676,196534,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414718.1,196545,197898,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414719.1,197927,200360,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414720.1,200481,200967,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414721.1,200970,201996,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414722.1,202100,202556,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414723.1,202559,203348,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414724.1,203347,204496,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414725.1,204492,205089,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414726.1,205125,208608,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414727.1,208620,209580,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414728.1,209678,211820,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414729.4,211876,212266,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414730.1,212330,213629,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414731.2,213677,213932,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_026160.1,213924,214125,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414732.1,214290,214836,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414733.1,214832,215255,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414734.1,215268,215979,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414735.4,216178,217003,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414736.1,217056,218775,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414737.1,218886,219594,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414738.1,219590,219995,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414739.1,220112,220928,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414740.1,220967,221621,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414741.1,221613,222645,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414742.1,222832,223408,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414743.1,229166,229970,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414744.1,229966,230881,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414745.1,231121,231922,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414746.1,231925,232549,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414747.1,232596,233955,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414748.1,234026,234782,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_010283908.1,234287,234320,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414749.2,234815,235538,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414750.1,235534,236002,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414751.1,236066,236798,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414752.1,237334,238120,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_001165307.1,238256,238736,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414754.1,239418,240189,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414755.1,240342,240816,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414756.2,240858,243303,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414757.1,243542,244121,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414758.1,244326,245094,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414759.1,245064,245805,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414760.1,245960,246239,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414761.1,246241,246502,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414762.1,246711,247461,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414763.1,247636,248134,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414766.1,250897,251953,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414767.1,252004,252298,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414768.1,252300,252699,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414769.1,252708,253161,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414772.1,254258,255716,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414773.1,255976,256435,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414774.1,256526,257771,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518739.1,257922,258426,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518740.1,258344,258620,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414776.1,259044,260100,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414777.1,260387,261491,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414778.1,261502,262756,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414779.1,263327,263669,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414780.1,263689,264007,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_588435.1,264025,264247,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414781.1,264255,264732,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414782.1,264747,265206,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414783.1,265303,265543,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414784.1,265619,266087,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414785.4,266109,266553,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414786.4,267183,268005,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414787.4,268096,268960,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414788.1,269288,270182,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414790.1,270602,271754,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518741.1,272846,273992,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414793.2,274100,275081,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414794.4,275324,276728,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414795.1,276714,277647,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414796.2,277755,278802,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414798.1,279177,279681,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414799.1,279599,279875,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518742.1,280384,280735,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414801.1,280828,281983,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414802.2,282277,283186,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414803.1,283200,285168,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414804.1,285394,286777,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414805.1,286788,288399,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414806.1,288403,289162,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414807.1,289300,290305,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_010051174.1,290274,290370,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518743.1,290509,290638,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414808.1,290648,291152,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414809.1,291070,291346,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518744.1,291499,292231,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414811.1,292321,292948,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414812.1,293219,293918,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414813.1,293944,294799,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518745.1,294917,295142,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414814.1,295138,295579,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414815.1,295695,297096,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518746.1,297380,297791,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414817.1,297769,298726,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414818.1,298735,300934,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414819.1,300930,301887,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414820.1,301883,302573,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414821.1,302990,303605,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414822.1,303852,304182,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414823.2,304494,305205,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414824.1,305173,306817,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414825.1,306806,309332,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414826.1,309357,310026,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414827.1,310083,310671,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414828.1,310745,311336,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414829.1,312111,312339,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_588437.1,312373,312514,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414830.1,312513,312777,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_002791238.1,313140,313242,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414832.2,315290,315590,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414833.1,315586,316453,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414835.2,317725,318319,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414837.2,318330,318567,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414838.2,318675,320001,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414839.1,320226,321081,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414840.1,321607,322327,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414841.1,322337,323765,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414842.4,323757,324453,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414844.1,324695,325364,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414845.1,325576,327247,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414846.1,327260,328733,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414847.3,328746,329334,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414848.1,329462,331496,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518747.1,331801,331876,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414849.1,332370,333459,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414850.1,333500,334433,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414851.1,334524,335022,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414852.1,335279,335885,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414853.1,335924,336788,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414854.1,336777,338325,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414855.1,338324,339743,1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518748.2,339768,340089,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414857.1,340164,341115,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414858.1,341124,342507,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414859.1,342883,343933,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414860.1,344175,344991,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414861.2,345403,345649,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414862.1,345665,346337,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414863.1,346483,346759,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414864.1,346856,348443,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414865.1,348681,349572,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414867.1,350011,351181,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414868.1,351214,352666,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414869.1,352705,354592,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414870.1,354921,356181,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414871.1,356170,357454,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414872.3,357790,358690,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414873.1,358798,359458,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414874.1,359488,359959,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414875.1,359991,361146,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414876.1,361248,361860,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414877.1,361925,363179,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414878.1,363230,366305,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414879.3,366427,367510,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414880.2,367586,368420,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414881.1,368610,370275,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414882.1,370276,371221,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414883.5,371238,372105,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414884.2,372114,372924,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414885.1,372920,373871,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414886.1,373867,374881,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414887.2,375458,376670,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414888.4,376771,377311,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414889.1,377534,378368,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414890.1,378461,379571,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414891.4,379605,379881,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414892.1,380068,380842,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414894.2,381350,381716,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414895.1,381673,382579,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414897.1,382738,383935,-1
12,NP_414556.1,NP_416895.2,2499032,0,YP_009518749.1,383959,384079,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414898.4,384058,384616,-1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414899.2,385231,386194,1
12,NP_414556.1,NP_416895.2,2499032,0,NP_414900.1,386206,386974,1
